CustId,Education,MaritalStat,AnnualInc,NumKids,NumTeen,DateEnrol,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Age,Age Group,Income Bracket
2415,Graduation,Together,62568.0,0,1,2014-07-04,99,362,17,398,80,35,3,5,3,5,4,0,0,0,1,0,0,59,50-60,60K-70K
2416,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,1,2,8,9,1,0,0,0,0,0,0,52,50-60,60K-70K
2426,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,1,5,10,13,3,0,0,0,0,0,0,57,50-60,70K-80K
2428,Graduation,Married,28164.0,1,0,2013-04-05,23,3,18,26,11,8,3,2,0,4,7,0,0,0,0,0,0,51,50-60,20K-30K
2429,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,3,5,4,8,2,0,0,0,0,0,0,67,60-70,70K-80K
2431,Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,1,2,0,3,8,0,0,0,0,0,0,31,30-40,Below 20K
2437,Graduation,Married,,0,0,2013-03-06,69,861,138,461,60,30,1,6,5,12,3,0,1,0,1,0,0,32,30-40,
2445,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,1,2,0,3,8,0,0,0,0,0,0,47,40-50,20K-30K
2447,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,2,2,0,3,7,0,0,0,0,0,0,42,40-50,30K-40K
2452,Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,5,5,2,5,8,0,0,0,0,0,0,50,40-50,30K-40K
2453,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,3,5,3,12,5,0,0,0,0,0,0,61,60-70,60K-70K
2456,PhD,Married,40233.0,0,1,2013-10-14,84,80,4,46,0,17,5,2,1,5,6,0,0,0,0,0,0,46,40-50,40K-50K
2457,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,2,1,0,3,7,0,0,0,0,0,0,46,40-50,30K-40K
2461,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,2,1,0,3,3,0,0,0,0,0,0,66,60-70,50K-60K
2471,Graduation,Married,61482.0,0,0,2014-06-27,39,48,58,68,16,66,1,3,2,6,2,0,0,0,0,0,0,56,50-60,60K-70K
2478,Graduation,Married,25410.0,1,0,2013-08-31,48,2,2,4,13,13,1,1,0,4,4,0,0,0,0,0,0,48,40-50,20K-30K
2488,Undergraduate,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,4,2,1,3,6,0,0,0,0,0,0,65,60-70,30K-40K
2493,Graduation,Married,61286.0,0,1,2013-02-08,34,356,0,107,19,9,2,7,1,8,5,0,0,0,0,0,0,55,50-60,60K-70K
2495,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,1,4,7,10,1,0,0,0,0,0,0,47,40-50,80K-90K
2499,Undergraduate,Single,75342.0,0,1,2013-06-05,38,204,97,97,21,118,1,5,2,10,4,0,0,0,0,0,0,63,60-70,70K-80K
2516,Undergraduate,Married,46831.0,1,1,2013-08-06,84,22,2,10,6,4,2,1,2,2,4,0,0,0,0,0,0,52,50-60,40K-50K
2518,Undergraduate,Together,20491.0,0,0,2013-01-25,16,5,4,5,4,2,1,0,1,2,7,0,0,0,0,0,0,35,30-40,20K-30K
2521,Master,Married,35178.0,1,0,2013-10-01,10,23,1,13,2,2,1,1,1,2,7,1,0,0,0,0,0,50,40-50,30K-40K
2525,PhD,Married,38410.0,0,0,2012-09-14,65,153,64,123,116,64,2,5,2,9,6,0,0,0,0,0,0,47,40-50,30K-40K
2532,Master,Single,73454.0,0,0,2014-01-03,95,982,73,351,56,14,1,2,4,6,5,1,0,0,0,0,0,34,30-40,70K-80K
2534,Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,2,4,1,3,7,0,0,0,0,0,0,68,60-70,30K-40K
2535,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,1,6,5,8,9,0,1,1,1,0,0,43,40-50,80K-90K
2541,Graduation,Married,24027.0,1,0,2013-09-06,7,14,7,11,11,0,2,2,0,3,8,0,0,0,0,0,0,45,40-50,20K-30K
2544,Master,Divorced,57530.0,0,1,2013-12-10,68,50,1,27,6,7,1,1,1,4,1,0,0,0,0,0,0,70,60-70,50K-60K
2546,Undergraduate,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,1,1,0,4,3,0,0,0,0,0,0,44,40-50,30K-40K
2549,PhD,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,0,3,9,0,0,0,0,0,0,38,30-40,20K-30K
2552,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,9,6,3,6,7,0,1,0,0,0,0,66,60-70,50K-60K
2557,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,1,1,1,2,4,1,0,0,0,0,0,51,50-60,20K-30K
2561,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,4,4,3,12,8,0,1,0,0,0,0,55,50-60,60K-70K
2563,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,1,2,0,3,6,0,0,0,0,0,0,60,50-60,20K-30K
2564,Graduation,Together,61278.0,0,1,2014-04-01,87,111,3,28,2,6,2,3,1,4,6,0,0,0,0,0,0,68,60-70,60K-70K
2565,Master,Divorced,70638.0,0,0,2013-01-06,69,1016,12,215,16,12,1,4,5,10,3,0,1,0,0,0,0,66,60-70,70K-80K
2569,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,1,1,0,3,8,0,0,0,0,0,0,34,30-40,Below 20K
2570,Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10,0,4,10,4,7,8,0,1,0,0,1,0,53,50-60,50K-60K
2574,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,3,6,4,8,5,0,1,0,1,1,0,44,40-50,60K-70K
2579,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,4,6,7,9,4,0,0,0,0,0,0,64,60-70,70K-80K
2587,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,2,2,0,3,5,0,0,0,0,0,0,49,40-50,20K-30K
2589,Graduation,Divorced,26759.0,1,0,2014-07-02,65,25,3,16,8,5,2,2,1,3,6,0,0,0,0,0,0,49,40-50,20K-30K
2591,Graduation,Widow,76320.0,0,1,2014-06-22,49,526,35,214,69,53,2,6,3,4,2,0,0,0,0,0,0,62,60-70,70K-80K
2607,Graduation,Single,40464.0,0,1,2013-11-01,78,424,17,118,7,23,6,8,2,8,8,0,0,0,0,0,0,68,60-70,40K-50K
2611,Master,Together,82576.0,0,0,2012-01-08,66,1206,55,445,168,18,1,2,4,12,1,0,0,1,0,0,0,62,60-70,80K-90K
2612,Graduation,Married,75794.0,0,0,2013-12-24,33,754,160,625,63,32,1,7,5,12,3,0,0,0,1,0,0,34,30-40,70K-80K
2613,Master,Married,54197.0,0,1,2014-03-04,16,162,6,37,6,13,2,1,3,6,1,0,0,0,0,0,0,61,60-70,50K-60K
2620,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,1,1,0,2,8,0,0,0,0,0,0,47,40-50,30K-40K
2625,Undergraduate,Single,42607.0,0,1,2013-11-17,30,156,29,56,30,32,2,3,2,7,3,0,0,0,0,0,0,67,60-70,40K-50K
2631,Graduation,Together,71853.0,0,0,2013-08-05,29,358,108,413,141,97,1,2,8,6,1,0,0,0,0,0,0,39,30-40,70K-80K
2632,Graduation,Married,50501.0,1,1,2013-06-18,10,297,0,38,13,0,7,5,4,4,6,1,0,0,0,0,0,67,60-70,50K-60K
2634,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,3,2,1,3,6,0,0,0,0,0,0,42,40-50,Below 20K
2639,Graduation,Single,43602.0,1,1,2014-10-01,45,19,5,12,10,3,3,3,1,2,6,0,0,0,0,0,0,55,50-60,40K-50K
2656,Graduation,Divorced,40851.0,1,1,2013-02-21,63,23,1,7,0,4,1,1,1,2,7,0,0,0,0,0,0,50,40-50,40K-50K
2661,Graduation,Single,18701.0,1,1,2013-04-06,95,12,4,2,10,6,4,2,0,4,5,0,0,0,0,0,0,57,50-60,Below 20K
2666,Master,Married,76234.0,0,1,2014-06-02,21,519,50,167,130,0,1,8,3,11,3,0,1,0,0,0,0,49,40-50,70K-80K
2669,Graduation,Single,74293.0,0,0,2014-04-05,66,375,152,335,93,91,1,5,4,6,2,0,0,0,0,0,0,28,20-30,70K-80K
2674,Master,Single,75154.0,0,1,2012-04-09,79,543,10,205,160,143,1,6,3,6,3,0,0,0,0,0,0,63,60-70,70K-80K
2677,Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,5,3,1,6,4,0,0,0,0,0,0,65,60-70,40K-50K
2678,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,3,5,0,3,9,0,0,0,0,0,0,31,30-40,30K-40K
2681,Undergraduate,Married,65370.0,0,0,2013-01-08,1,71,22,112,138,89,1,2,3,13,1,0,0,0,0,0,0,37,30-40,60K-70K
2683,Graduation,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,4,6,4,12,6,0,0,0,0,0,0,52,50-60,50K-60K
2686,Basic,Together,22390.0,0,0,2013-10-21,49,0,1,4,15,1,1,1,0,2,7,0,0,0,0,0,0,52,50-60,20K-30K
2694,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,1,1,0,3,6,0,0,0,0,0,0,54,50-60,40K-50K
2698,Graduation,Single,47025.0,0,1,2013-07-11,52,254,7,108,20,0,3,6,3,5,6,0,0,0,0,0,0,45,40-50,40K-50K
2711,Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,1,1,0,3,7,0,0,0,0,0,0,45,40-50,30K-40K
2712,Graduation,Married,71866.0,0,1,2013-12-25,85,184,178,178,103,39,1,6,3,10,3,0,0,0,0,0,0,65,60-70,70K-80K
2715,Master,Divorced,29435.0,1,1,2012-06-08,11,70,3,37,4,2,4,3,2,2,9,0,0,0,0,0,0,55,50-60,20K-30K
2724,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,40,30-40,30K-40K
2727,Graduation,Together,57100.0,0,0,2013-04-12,19,181,21,69,39,3,1,3,3,6,3,0,0,0,0,0,0,48,40-50,50K-60K
2730,Graduation,Single,80317.0,0,0,2013-08-20,64,536,11,387,149,91,1,3,4,10,1,0,0,0,0,0,0,66,60-70,80K-90K
2736,Graduation,Married,73807.0,0,1,2013-02-01,88,366,124,156,71,78,2,5,5,11,2,0,0,0,0,0,0,43,40-50,70K-80K
2740,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,4,2,1,4,5,0,0,0,0,0,0,63,60-70,30K-40K
2747,PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,1,4,10,5,3,0,0,0,0,0,0,33,30-40,60K-70K
2781,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,1,4,6,6,2,0,0,1,1,0,0,40,30-40,70K-80K
2782,PhD,Married,54456.0,0,1,2013-11-07,23,352,0,27,10,0,3,6,1,7,6,0,0,0,0,0,0,60,50-60,50K-60K
2793,PhD,Divorced,70179.0,0,1,2013-07-21,10,532,88,168,69,44,3,7,3,13,5,0,0,0,0,0,0,45,40-50,70K-80K
2795,Master,Single,30523.0,2,1,2013-01-07,0,5,0,3,0,0,1,1,0,2,7,0,0,0,0,0,0,63,60-70,30K-40K
2797,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,1,9,7,9,5,0,0,0,0,0,0,44,40-50,70K-80K
2798,PhD,Together,102160.0,0,0,2012-02-11,54,763,29,138,76,176,0,7,9,10,4,0,1,1,1,0,0,44,40-50,100K-150K
2802,Undergraduate,Married,87000.0,0,0,2012-12-15,61,196,25,607,67,17,1,4,6,7,2,0,0,0,0,0,0,29,20-30,80K-90K
2804,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,4,3,2,2,8,0,0,0,0,0,0,46,40-50,40K-50K
2807,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,3,8,9,7,7,0,0,0,0,0,0,52,50-60,50K-60K
2811,PhD,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,2,1,0,4,4,0,0,0,0,0,0,58,50-60,40K-50K
2814,Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,1,1,0,3,7,0,0,0,0,0,0,45,40-50,30K-40K
2815,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,2,4,0,3,7,0,0,0,0,0,0,46,40-50,30K-40K
2826,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,0,3,7,0,0,0,0,0,0,54,50-60,20K-30K
2829,Graduation,Married,65210.0,0,1,2014-10-03,25,626,0,70,0,7,2,9,3,8,6,0,1,0,1,0,0,66,60-70,60K-70K
2831,Graduation,Together,78416.0,0,1,2014-06-27,99,453,38,279,188,38,2,7,7,10,3,0,0,0,0,0,0,45,40-50,70K-80K
2836,PhD,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,0,2,8,0,0,0,0,0,0,49,40-50,40K-50K
2849,Graduation,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,7,10,2,12,7,0,0,0,0,0,0,42,40-50,60K-70K
2853,Graduation,Single,51766.0,1,0,2014-11-03,74,60,51,87,6,20,2,4,2,4,5,0,0,0,0,0,0,41,40-50,50K-60K
2861,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,1,1,0,2,8,0,0,0,0,0,0,38,30-40,20K-30K
2863,Graduation,Single,,1,2,2013-08-23,67,738,20,172,52,50,6,2,3,10,7,0,1,0,1,0,0,51,50-60,
2868,PhD,Single,26518.0,1,1,2013-08-04,33,20,1,28,3,3,3,2,0,3,8,0,0,0,0,0,0,72,70-80,20K-30K
2870,Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,5,6,3,6,6,0,0,0,0,0,0,48,40-50,40K-50K
2874,Undergraduate,Divorced,35388.0,1,0,2013-07-03,20,6,4,7,4,3,1,1,0,3,7,0,0,0,0,0,0,33,30-40,30K-40K
2875,Graduation,Married,67023.0,0,0,2014-04-03,93,444,44,382,11,8,1,3,7,13,2,0,0,0,0,0,1,43,40-50,60K-70K
2877,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,10,7,1,8,7,0,0,0,0,0,0,47,40-50,40K-50K
2878,PhD,Married,67472.0,0,1,2013-09-28,93,162,31,127,8,17,2,4,2,7,3,0,0,0,0,0,0,74,70-80,60K-70K
2882,Undergraduate,Divorced,67893.0,0,1,2012-01-10,31,711,28,142,49,18,2,3,2,9,8,0,0,0,0,0,0,46,40-50,60K-70K
2886,Master,Divorced,74290.0,0,1,2013-12-08,70,1121,0,72,0,12,4,10,8,10,6,0,1,0,1,0,0,50,40-50,70K-80K
2891,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,2,8,9,4,6,0,0,0,0,0,0,58,50-60,60K-70K
2894,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,1,7,5,8,4,0,1,1,1,0,0,36,30-40,70K-80K
2895,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,2,3,1,5,5,0,0,0,0,0,0,58,50-60,40K-50K
2902,Graduation,Together,,1,1,2012-03-09,87,19,4,12,2,2,1,1,0,3,5,0,0,0,0,0,0,63,60-70,
2909,PhD,Married,78128.0,0,1,2014-02-19,89,934,24,230,16,24,2,8,4,6,3,0,1,1,0,0,0,47,40-50,70K-80K
2918,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,3,2,0,4,5,0,0,0,0,0,0,40,30-40,20K-30K
2920,PhD,Single,52614.0,0,1,2012-01-12,63,789,0,142,12,9,2,2,4,8,8,0,0,0,0,0,0,46,40-50,50K-60K
2926,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,3,3,6,11,8,0,1,0,0,1,0,69,60-70,50K-60K
2928,PhD,Single,52614.0,0,1,2012-01-12,63,789,0,142,12,9,2,2,4,8,8,0,0,0,0,0,0,46,40-50,50K-60K
2929,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,1,2,1,4,7,0,0,0,0,0,0,45,40-50,20K-30K
2930,Master,Single,68092.0,0,0,2013-12-16,7,852,60,207,78,36,2,2,6,10,5,0,0,0,0,0,0,43,40-50,60K-70K
2931,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,0,6,7,9,3,0,0,0,1,0,0,43,40-50,70K-80K
2936,Master,Together,23661.0,1,0,2013-04-12,46,18,0,4,0,0,1,1,0,3,7,0,0,0,0,0,0,39,30-40,20K-30K
2937,PhD,Single,68352.0,0,1,2013-08-28,47,614,16,132,43,33,3,8,5,9,6,0,0,0,0,0,0,47,40-50,60K-70K
2939,Master,Together,79419.0,0,0,2014-06-22,96,751,127,687,20,15,1,4,6,4,2,0,0,0,0,0,0,51,50-60,70K-80K
2942,Graduation,Single,45906.0,0,1,2013-07-05,20,305,3,27,4,3,2,5,4,4,5,1,0,0,0,0,0,57,50-60,40K-50K
2945,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,1,1,0,3,7,1,0,0,0,1,0,66,60-70,40K-50K
2948,Master,Divorced,62637.0,0,1,2014-01-03,76,104,12,48,4,12,1,2,2,5,2,0,0,0,0,0,0,67,60-70,60K-70K
2952,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,2,3,0,3,6,0,0,0,0,0,0,44,40-50,30K-40K
2958,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,3,2,1,4,4,0,0,0,0,0,0,43,40-50,20K-30K
2961,Graduation,Married,42081.0,1,0,2013-02-26,86,175,10,110,54,6,2,6,3,4,6,1,0,0,0,0,0,39,30-40,40K-50K
2963,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,1,8,6,6,3,0,0,0,0,0,0,42,40-50,70K-80K
2964,Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,1,1,1,2,6,0,0,0,0,0,0,40,30-40,20K-30K
2968,PhD,Divorced,48948.0,0,0,2013-01-02,53,437,8,206,160,49,2,7,10,5,6,1,0,0,0,0,0,78,70-80,40K-50K
2975,Graduation,Together,85606.0,0,1,2012-12-11,89,717,42,864,219,30,2,6,7,9,3,0,0,0,1,0,0,45,40-50,80K-90K
2980,Master,Single,8820.0,1,1,2013-03-22,52,12,0,13,4,2,4,3,0,3,8,0,0,0,0,0,0,69,60-70,Below 20K
2986,Graduation,Married,30772.0,1,1,2014-12-03,89,7,2,4,2,1,1,1,0,2,6,0,0,0,0,0,0,45,40-50,30K-40K
2995,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,1,3,4,9,1,0,0,0,0,0,0,64,60-70,60K-70K
3005,Graduation,Single,83528.0,0,0,2014-01-05,7,530,117,678,134,44,1,4,10,8,1,1,0,0,1,0,0,29,20-30,80K-90K
3006,Graduation,Divorced,30992.0,1,0,2013-04-22,83,17,0,14,7,3,1,1,0,3,7,0,0,0,0,0,0,45,40-50,30K-40K
3007,Graduation,Together,37758.0,1,1,2012-04-10,49,27,2,10,0,0,2,1,0,3,8,0,0,0,0,0,0,55,50-60,30K-40K
3009,PhD,Widow,71670.0,0,0,2013-09-07,8,1462,16,128,0,0,1,5,3,6,6,0,1,1,0,1,0,59,50-60,70K-80K
3010,Master,Together,88420.0,0,0,2014-02-05,87,957,153,612,99,95,1,4,7,8,1,1,0,1,1,0,0,32,30-40,80K-90K
3011,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,1,4,1,5,4,0,0,0,0,0,0,56,50-60,60K-70K
3025,Graduation,Single,49967.0,0,1,2013-08-07,4,212,6,69,4,12,3,6,1,5,7,0,0,0,0,0,0,63,60-70,40K-50K
3032,Graduation,Married,24570.0,1,0,2013-02-27,97,28,34,62,11,14,3,4,0,4,9,0,0,0,0,0,0,37,30-40,20K-30K
3033,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,1,2,5,3,3,0,0,0,0,0,0,58,50-60,30K-40K
3037,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,2,5,2,7,5,0,0,0,0,0,0,38,30-40,50K-60K
3050,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,6,3,1,6,4,0,0,0,0,0,0,55,50-60,50K-60K
3056,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,3,11,6,9,6,0,0,0,0,0,0,43,40-50,60K-70K
3066,PhD,Together,61905.0,0,1,2014-04-02,2,167,0,43,6,2,2,4,2,4,5,0,0,0,0,0,0,46,40-50,60K-70K
3068,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,1,2,0,3,7,0,0,0,0,0,0,31,30-40,Below 20K
3074,PhD,Married,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,1,5,8,4,6,0,0,0,0,0,0,37,30-40,70K-80K
3075,PhD,Married,59973.0,0,0,2013-11-09,47,130,30,168,20,34,1,3,4,7,1,0,0,0,0,0,0,49,40-50,50K-60K
3076,Graduation,Together,66653.0,1,1,2012-07-09,18,452,18,102,16,18,4,4,2,12,3,0,0,0,0,0,0,46,40-50,60K-70K
3081,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,1,1,0,2,7,0,0,0,0,0,0,43,40-50,40K-50K
3083,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,5,6,2,5,7,0,0,0,0,0,0,47,40-50,40K-50K
3091,Undergraduate,Together,75774.0,1,0,2014-02-05,27,340,21,134,258,14,1,7,5,8,4,0,0,0,0,0,0,40,30-40,70K-80K
3099,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,5,5,2,4,9,0,0,0,0,0,0,51,50-60,40K-50K
3102,Undergraduate,Together,19414.0,1,0,2013-10-16,32,2,3,12,3,5,1,1,0,3,8,0,0,0,0,0,0,40,30-40,Below 20K
3104,Graduation,Single,82332.0,0,0,2012-09-17,89,830,59,968,51,79,1,5,3,12,2,0,0,1,0,0,0,60,50-60,80K-90K
3107,Graduation,Together,71322.0,0,1,2014-02-05,31,121,24,124,24,15,1,4,1,7,2,0,0,0,0,0,0,45,40-50,70K-80K
3112,Master,Married,22701.0,1,0,2013-05-09,2,2,4,9,0,4,1,1,0,3,5,0,0,0,0,0,0,44,40-50,20K-30K
3117,Graduation,Single,,0,1,2013-10-18,95,264,0,21,12,6,3,6,1,5,7,0,0,0,0,0,0,66,60-70,
3120,Graduation,Together,38547.0,1,0,2013-08-28,49,6,1,10,0,1,1,1,0,2,8,0,0,0,0,0,1,40,30-40,30K-40K
3129,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,1,2,0,3,6,0,0,0,0,0,0,38,30-40,30K-40K
3130,Graduation,Single,18701.0,1,1,2013-04-06,95,12,4,2,10,6,4,2,0,4,5,0,0,0,0,0,0,57,50-60,Below 20K
3136,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,3,5,3,11,5,0,0,0,0,0,0,59,50-60,50K-60K
3138,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,0,7,9,6,4,0,1,1,1,1,0,65,60-70,90K-100K
3139,Undergraduate,Single,74116.0,0,0,2013-12-30,53,871,111,704,145,55,1,4,4,10,2,0,1,0,0,0,0,39,30-40,70K-80K
3152,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,3,2,1,3,5,0,0,0,0,0,0,64,60-70,20K-30K
3153,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,1,1,0,2,8,0,0,0,0,0,0,64,60-70,40K-50K
3158,Graduation,Married,32300.0,1,0,2013-03-01,1,13,3,6,6,5,1,1,0,3,8,0,0,0,0,0,0,48,40-50,30K-40K
3170,Master,Together,68148.0,0,0,2013-08-31,86,389,66,408,37,57,1,4,4,6,2,0,0,0,0,0,0,64,60-70,60K-70K
3174,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,1,5,10,4,6,0,1,1,1,1,0,62,60-70,80K-90K
3179,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,0,6,6,7,2,0,0,0,0,0,0,41,40-50,80K-90K
3182,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,6,5,1,3,8,1,0,0,0,0,0,48,40-50,40K-50K
3194,PhD,Single,71466.0,0,0,2014-05-04,86,412,12,546,78,182,1,4,4,10,1,0,0,0,0,0,0,47,40-50,70K-80K
3197,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,2,6,4,8,4,0,0,0,0,0,0,41,40-50,70K-80K
3202,PhD,Married,51563.0,0,0,2012-01-10,60,1166,0,48,0,0,1,4,4,10,8,0,1,1,0,0,0,34,30-40,50K-60K
3220,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,2,3,0,4,8,0,0,0,0,0,0,38,30-40,30K-40K
3225,Master,Married,42207.0,1,0,2013-01-04,71,116,11,72,3,17,4,4,1,5,6,1,0,0,0,0,0,37,30-40,40K-50K
3231,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,1,1,0,3,8,0,0,0,0,0,0,48,40-50,30K-40K
3233,PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,3,7,8,11,5,0,0,0,0,0,0,56,50-60,60K-70K
3254,Graduation,Married,70886.0,1,0,2013-10-14,65,407,70,239,103,88,1,5,4,4,2,0,0,0,0,0,0,50,40-50,70K-80K
3262,Graduation,Single,68281.0,0,0,2012-07-08,31,995,112,417,42,48,1,2,9,13,5,0,0,0,0,0,0,63,60-70,60K-70K
3265,Graduation,Married,35701.0,0,0,2013-03-19,36,21,1,9,7,3,1,1,0,3,6,0,0,0,0,0,0,62,60-70,30K-40K
3266,Graduation,Married,42523.0,0,0,2014-04-23,96,14,36,11,3,26,1,1,1,4,2,0,0,0,0,0,0,57,50-60,40K-50K
3267,Master,Together,57288.0,0,1,2014-06-25,27,527,0,21,0,0,3,8,1,8,6,0,1,0,0,0,0,58,50-60,50K-60K
3270,Undergraduate,Together,17117.0,1,0,2013-01-17,96,12,23,38,30,18,4,3,1,3,9,0,0,0,0,0,0,43,40-50,Below 20K
3276,Undergraduate,Together,36301.0,1,0,2013-10-25,53,11,12,35,3,5,1,3,0,3,7,0,0,0,0,0,0,45,40-50,30K-40K
3277,Graduation,Divorced,49431.0,0,1,2012-03-08,9,219,3,100,26,0,2,7,1,5,8,0,0,0,0,0,0,66,60-70,40K-50K
3281,PhD,Married,49154.0,1,1,2013-03-11,69,206,10,67,30,27,6,4,1,8,6,0,0,0,0,0,0,61,60-70,40K-50K
3283,Undergraduate,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,2,6,2,12,3,0,0,0,0,0,0,49,40-50,70K-80K
3286,PhD,Divorced,26642.0,1,0,2014-01-03,71,13,2,15,2,2,2,2,0,3,6,0,0,0,0,0,0,54,50-60,20K-30K
3298,Master,Married,52973.0,0,1,2012-08-11,92,856,0,76,12,9,7,9,6,9,8,0,0,0,0,0,0,65,60-70,50K-60K
